"","case","frame_level","configuration.conf1","configuration.conf2","VD.magnitude","VD.estimate","wilcox.test.pvalue","VD.estimate.category"
"1","LANG-51b",1,"model s. 0.2","no s.","medium",0.695555555555556,0.00338711385618936,"> 0.5"
