"","case","frame_level","configuration.conf1","configuration.conf2","VD.magnitude","VD.estimate","wilcox.test.pvalue","VD.estimate.category"
"1","LANG-9b",10,"model s. 0.8","no s.","small",0.35,0.00137018591756696,"< 0.5"
