execution_idx,application,case,version,exception_name,frame_level,search_budget,fitness_function_value,number_of_fitness_evaluations,fitness_function_evolution
15,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,26,62328,4.5,100,"[4.5,100]"
15,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,27,62328,4.5,900,"[4.5,100]"
15,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,41,62328,3.0,5000,"[3.0,100]"
15,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,42,62328,3.0,3800,"[3.0,100]"
15,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,43,62328,3.0,5100,"[3.0,100]"
15,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,44,62328,4.5,900,"[5.857142857142857,100][4.5,200]"
15,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,45,62328,5.666666666666666,1000,"[5.7,100][5.666666666666666,200]"
15,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,46,62328,4.8,1500,"[5.975,100][4.8,200]"
15,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,47,62328,3.0,1300,"[4.5,100][3.0,200]"
15,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,48,62328,3.0,1400,"[5.857142857142857,100][3.0,200]"
15,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,49,62328,3.0,1500,"[3.0,100]"
15,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,50,62328,,,
15,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,51,62328,4.5,1100,"[4.5,100]"
15,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,52,62328,5.869565217391305,2000,"[5.869565217391305,100]"
15,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,53,62328,4.5,1900,"[4.5,100]"
15,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,62,62328,3.0,16500,"[3.0,100]"
15,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,65,62328,3.0,11400,"[3.0,100]"
15,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,75,62328,3.0,14200,"[3.0,100]"
15,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,78,62328,3.0,14500,"[3.0,100]"
15,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,81,62328,3.0,10900,"[3.0,100]"
15,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,87,62328,5.25,12600,"[5.333333333333334,100][5.25,200]"
15,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,84,62328,3.0,21200,"[3.0,100]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,1,62328,,,
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,2,62328,,,
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,3,62328,4.8,2500,"[4.8,100]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,4,62328,3.0,3500,"[3.0,100]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,5,62328,4.0,1500,"[4.0,100]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,6,62328,4.0,4300,"[4.0,100]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,7,62328,4.5,3800,"[4.5,100]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,8,62328,4.5,1900,"[4.5,100]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,9,62328,3.0,2000,"[5.968085106382979,100][3.0,200]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,10,62328,3.0,3200,"[3.0,100]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,11,62328,,,
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,12,62328,,,
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,13,62328,,,
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,14,62328,3.0,1300,"[3.0,100]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,16,62328,3.0,4800,"[3.0,100]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,17,62328,3.0,4200,"[3.0,100]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,18,62328,3.0,6300,"[3.0,100]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,19,62328,4.5,700,"[5.857142857142857,100][4.5,200]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,20,62328,5.666666666666666,800,"[5.7,100][5.666666666666666,200]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,21,62328,4.8,1300,"[5.975,100][4.8,200]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,22,62328,3.0,1200,"[5.857142857142857,100][3.0,200]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,23,62328,3.0,900,"[5.857142857142857,100][4.5,200][3.0,300]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,24,62328,3.0,1500,"[4.5,100][3.0,200]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,26,62328,,,
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,25,62328,,,
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,27,62328,4.5,1500,"[4.5,100]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,41,62328,3.0,4900,"[3.0,100]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,42,62328,3.0,5100,"[3.0,100]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,43,62328,3.0,5000,"[3.0,100]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,44,62328,4.5,900,"[5.857142857142857,100][4.5,200]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,45,62328,5.666666666666666,1000,"[5.666666666666666,100]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,46,62328,4.8,1300,"[5.975,100][4.8,200]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,47,62328,3.0,1400,"[5.857142857142857,100][3.0,200]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,48,62328,3.0,1200,"[5.857142857142857,100][3.0,200]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,50,62328,,,
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,49,62328,3.0,1400,"[3.0,100]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,51,62328,4.5,1000,"[4.5,100]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,52,62328,5.869565217391305,1900,"[5.869565217391305,100]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,53,62328,4.5,3000,"[4.5,100]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,62,62328,3.0,15800,"[3.0,100]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,65,62328,3.0,10900,"[3.0,100]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,75,62328,3.0,15600,"[3.0,100]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,78,62328,3.0,14700,"[3.0,100]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,81,62328,3.0,9400,"[3.0,100]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,84,62328,3.0,16100,"[3.0,100]"
16,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,87,62328,5.25,12600,"[5.333333333333334,100][5.25,200]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,1,62328,,,
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,2,62328,,,
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,3,62328,4.8,2800,"[4.8,100]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,4,62328,3.0,2900,"[3.0,100]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,5,62328,4.0,1500,"[4.0,100]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,6,62328,4.0,4400,"[4.0,100]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,7,62328,4.5,3700,"[4.5,100]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,8,62328,4.5,1700,"[5.857142857142857,100][4.5,200]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,9,62328,3.0,900,"[3.0,100]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,10,62328,3.0,3100,"[3.0,100]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,11,62328,,,
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,12,62328,,,
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,13,62328,,,
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,14,62328,3.0,1300,"[3.0,100]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,16,62328,3.0,5400,"[3.0,100]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,17,62328,3.0,4500,"[3.0,100]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,18,62328,3.0,6300,"[3.0,100]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,19,62328,4.5,900,"[5.857142857142857,100][4.5,200]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,20,62328,5.666666666666666,900,"[5.7,100][5.666666666666666,200]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,21,62328,4.8,1300,"[5.975,100][4.8,200]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,22,62328,3.0,1100,"[5.857142857142857,100][3.0,200]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,23,62328,3.0,900,"[5.857142857142857,100][3.0,200]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,24,62328,3.0,1300,"[3.0,100]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,25,62328,4.5,200,"[4.5,100]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,26,62328,,,
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,27,62328,4.5,1100,"[4.5,100]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,41,62328,3.0,5700,"[3.0,100]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,42,62328,3.0,4500,"[3.0,100]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,43,62328,3.0,4300,"[3.0,100]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,44,62328,4.5,800,"[5.857142857142857,100][4.5,200]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,45,62328,4.5,1200,"[5.7,100][4.5,200]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,46,62328,4.8,1000,"[5.975,100][4.8,200]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,48,62328,3.0,1200,"[5.857142857142857,100][3.0,200]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,47,62328,3.0,1800,"[5.857142857142857,100][3.0,200]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,49,62328,3.0,1300,"[3.0,100]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,50,62328,4.5,100,"[4.5,100]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,51,62328,4.5,1200,"[4.5,100]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,52,62328,5.869565217391305,2900,"[5.869565217391305,100]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,53,62328,4.5,1900,"[4.5,100]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,62,62328,3.0,17900,"[3.0,100]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,65,62328,3.0,10500,"[3.0,100]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,75,62328,3.0,15800,"[3.0,100]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,78,62328,3.0,12700,"[3.0,100]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,81,62328,3.0,9200,"[3.0,100]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,84,62328,3.0,16200,"[3.0,100]"
17,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,87,62328,5.25,13400,"[5.333333333333334,100][5.25,200]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,1,62328,,,
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,2,62328,,,
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,3,62328,4.8,2800,"[4.8,100]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,4,62328,3.0,3800,"[3.0,100]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,5,62328,4.0,1300,"[4.0,100]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,6,62328,4.0,3500,"[5.863636363636363,100][4.0,200]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,8,62328,4.5,1700,"[4.5,100]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,7,62328,4.5,3300,"[4.5,100]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,9,62328,3.0,600,"[3.0,100]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,10,62328,3.0,2800,"[3.0,100]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,11,62328,,,
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,12,62328,,,
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,13,62328,,,
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,14,62328,3.0,1500,"[3.0,100]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,16,62328,3.0,5500,"[3.0,100]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,17,62328,3.0,5800,"[3.0,100]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,18,62328,3.0,4300,"[3.0,100]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,19,62328,4.5,700,"[5.857142857142857,100][4.5,200]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,20,62328,5.666666666666666,900,"[5.7,100][5.666666666666666,200]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,21,62328,4.8,1000,"[5.975,100][4.8,200]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,22,62328,3.0,1400,"[5.857142857142857,100][3.0,200]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,23,62328,3.0,1500,"[5.857142857142857,100][3.0,200]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,24,62328,3.0,1200,"[3.0,100]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,26,62328,4.5,100,"[4.5,100]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,25,62328,4.5,100,"[4.5,100]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,27,62328,4.5,1800,"[4.5,100]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,41,62328,3.0,5400,"[3.0,100]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,42,62328,3.0,3900,"[3.0,100]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,43,62328,3.0,6500,"[3.0,100]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,44,62328,4.5,800,"[5.857142857142857,100][4.5,200]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,45,62328,5.666666666666666,1000,"[5.666666666666666,100]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,46,62328,4.8,1300,"[5.975,100][4.8,200]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,47,62328,4.5,600,"[5.857142857142857,100][4.5,200]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,48,62328,3.0,1800,"[3.0,100]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,49,62328,3.0,1200,"[3.0,100]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,50,62328,,,
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,51,62328,4.5,1200,"[4.5,100]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,52,62328,5.869565217391305,1800,"[5.869565217391305,100]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,53,62328,4.5,2400,"[4.5,100]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,62,62328,3.0,15400,"[3.0,100]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,65,62328,3.0,10900,"[3.0,100]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,75,62328,3.0,12900,"[3.0,100]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,78,62328,3.0,11600,"[3.0,100]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,81,62328,3.0,10200,"[3.0,100]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,84,62328,3.0,16800,"[3.0,100]"
18,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,87,62328,5.25,15000,"[5.333333333333334,100][5.25,200]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,1,62328,,,
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,2,62328,,,
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,3,62328,4.8,2500,"[4.8,100]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,4,62328,3.0,3200,"[3.0,100]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,5,62328,4.0,1500,"[4.0,100]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,6,62328,4.0,4600,"[4.0,100]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,7,62328,4.5,3600,"[4.5,100]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,8,62328,4.5,1600,"[5.857142857142857,100][4.5,200]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,9,62328,3.0,900,"[3.0,100]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,10,62328,3.0,3500,"[3.0,100]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,11,62328,,,
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,12,62328,,,
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,13,62328,,,
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,14,62328,3.0,1000,"[3.0,100]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,16,62328,3.0,4800,"[3.0,100]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,17,62328,3.0,4400,"[3.0,100]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,18,62328,3.0,5400,"[3.0,100]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,20,62328,5.666666666666666,1000,"[5.7,100][5.666666666666666,200]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,19,62328,4.5,900,"[4.5,100]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,21,62328,4.8,1100,"[5.975,100][4.8,200]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,22,62328,3.0,1100,"[5.857142857142857,100][3.0,200]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,23,62328,3.0,1600,"[5.857142857142857,100][3.0,200]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,24,62328,3.0,1300,"[3.0,100]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,25,62328,,,
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,26,62328,4.5,100,"[4.5,100]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,27,62328,4.5,1000,"[4.5,100]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,41,62328,3.0,4100,"[4.0,100][3.0,500]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,42,62328,3.0,4300,"[3.0,100]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,43,62328,3.0,5400,"[3.0,100]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,44,62328,4.5,800,"[5.857142857142857,100][4.5,200]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,45,62328,5.666666666666666,1000,"[5.7,100][5.666666666666666,200]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,46,62328,4.8,1600,"[5.975,100][4.8,200]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,47,62328,3.0,1300,"[5.857142857142857,100][3.0,200]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,48,62328,3.0,1200,"[5.857142857142857,100][3.0,200]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,49,62328,3.0,1400,"[3.0,100]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,50,62328,4.5,100,"[4.5,100]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,51,62328,4.5,1000,"[4.5,100]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,52,62328,5.869565217391305,2600,"[5.869565217391305,100]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,53,62328,4.5,2500,"[4.5,100]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,62,62328,3.0,17000,"[3.0,100]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,65,62328,3.0,12100,"[3.0,100]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,75,62328,3.0,12900,"[3.0,100]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,78,62328,3.0,15900,"[3.0,100]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,81,62328,3.0,9900,"[3.0,100]"
19,xwiki,XWIKI-13544,7.4.4,org.xwiki.rendering.macro.MacroExecutionException,84,62328,3.0,16900,"[3.0,100]"
