"execution_idx","application","case","version","exception_name","frame_level","search_budget","fitness_function_value","number_of_fitness_evaluations","fitness_function_evolution","p_object_pool","seed_clone","seed_mutations"
2,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,2,62328,3.0,600,"[4.0,100][3.0,400]",0.3,0,3
2,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,3,62328,0.6756756756756757,700,"[0.6756756756756757,100]",0.3,0,3
2,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,4,62328,5.8125,600,"[5.8125,100]",0.3,0,3
2,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,5,62328,4.5,600,"[4.5,100]",0.3,0,3
2,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,6,62328,3.0,600,"[3.0,100]",0.3,0,3
2,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,7,62328,0.8309859154929577,600,"[0.8309859154929577,100]",0.3,0,3
2,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,8,62328,,,,0.3,0,3
2,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,9,62328,,,,0.3,0,3
2,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,10,62328,5.25,2000,"[5.25,100]",0.3,0,3
2,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,11,62328,5.857142857142857,1000,"[5.857142857142857,100]",0.3,0,3
2,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,12,62328,4.5,900,"[4.5,100]",0.3,0,3
2,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,21,62328,0.9375,1700,"[0.9375,100]",0.3,0,3
2,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,24,62328,0.9452054794520548,900,"[0.9452054794520548,100]",0.3,0,3
2,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,30,62328,0.9560439560439561,1700,"[0.9560439560439561,100]",0.3,0,3
2,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,33,62328,0.96,1100,"[0.96,100]",0.3,0,3
2,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,36,62328,0.963302752293578,2100,"[0.963302752293578,100]",0.3,0,3
2,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,39,62328,5.25,1000,"[5.333333333333334,100][5.25,200]",0.3,0,3
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,1,62328,5.0,1200,"[5.0,100]",0.3,0,3
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,2,62328,3.0,500,"[4.0,100][3.0,300]",0.3,0,3
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,3,62328,0.6756756756756757,500,"[5.8,100][0.6756756756756757,200]",0.3,0,3
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,4,62328,5.8125,400,"[5.8125,100]",0.3,0,3
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,5,62328,4.5,500,"[4.5,100]",0.3,0,3
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,6,62328,4.0,800,"[4.0,100]",0.3,0,3
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,7,62328,3.0,500,"[3.0,100]",0.3,0,3
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,8,62328,,,,0.3,0,3
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,9,62328,,,,0.3,0,3
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,10,62328,5.25,1200,"[5.25,100]",0.3,0,3
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,11,62328,5.857142857142857,600,"[5.857142857142857,100]",0.3,0,3
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,12,62328,4.5,500,"[4.5,100]",0.3,0,3
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,21,62328,0.9375,1900,"[0.9375,100]",0.3,0,3
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,24,62328,0.9452054794520548,1300,"[0.9452054794520548,100]",0.3,0,3
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,30,62328,0.9560439560439561,1700,"[0.9560439560439561,100]",0.3,0,3
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,33,62328,0.96,900,"[0.96,100]",0.3,0,3
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,36,62328,0.963302752293578,1900,"[0.963302752293578,100]",0.3,0,3
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,39,62328,5.25,1600,"[5.333333333333334,100][5.25,200]",0.3,0,3
4,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,1,62328,5.0,800,"[5.0,100]",0.3,0,3
4,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,2,62328,3.0,600,"[3.0,100]",0.3,0,3
4,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,3,62328,0.42857142857142855,500,"[0.42857142857142855,100]",0.3,0,3
4,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,4,62328,5.8125,500,"[5.8125,100]",0.3,0,3
4,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,5,62328,4.5,600,"[4.5,100]",0.3,0,3
4,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,6,62328,3.0,500,"[3.0,100]",0.3,0,3
4,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,7,62328,0.8080226968240208,600,"[0.8080226968240208,100]",0.3,0,3
4,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,8,62328,,,,0.3,0,3
4,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,9,62328,,,,0.3,0,3
4,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,10,62328,5.25,1400,"[5.25,100]",0.3,0,3
4,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,11,62328,5.857142857142857,800,"[5.857142857142857,100]",0.3,0,3
4,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,12,62328,4.5,600,"[4.5,100]",0.3,0,3
4,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,21,62328,0.9375,1600,"[0.9375,100]",0.3,0,3
4,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,24,62328,0.9452054794520548,1500,"[0.9452054794520548,100]",0.3,0,3
4,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,30,62328,0.9560439560439561,1700,"[0.9560439560439561,100]",0.3,0,3
4,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,33,62328,0.96,1300,"[0.96,100]",0.3,0,3
4,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,36,62328,0.963302752293578,1400,"[0.963302752293578,100]",0.3,0,3
4,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,39,62328,5.25,900,"[5.333333333333334,100][5.25,200]",0.3,0,3
5,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,1,62328,5.0,700,"[5.0,100]",0.3,0,3
5,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,2,62328,4.0,400,"[4.0,100]",0.3,0,3
5,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,3,62328,0.6756756756756757,600,"[0.6756756756756757,100]",0.3,0,3
5,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,4,62328,5.8125,700,"[5.8125,100]",0.3,0,3
5,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,5,62328,4.5,600,"[4.5,100]",0.3,0,3
5,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,6,62328,4.0,700,"[4.0,100]",0.3,0,3
5,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,7,62328,0.8309859154929577,500,"[0.8309859154929577,100]",0.3,0,3
5,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,8,62328,,,,0.3,0,3
5,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,9,62328,,,,0.3,0,3
5,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,10,62328,5.25,1500,"[5.25,100]",0.3,0,3
5,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,11,62328,5.857142857142857,400,"[5.857142857142857,100]",0.3,0,3
5,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,12,62328,4.5,400,"[4.5,100]",0.3,0,3
5,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,21,62328,0.9375,2600,"[0.9375,100]",0.3,0,3
5,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,24,62328,0.9452054794520548,1200,"[0.9452054794520548,100]",0.3,0,3
5,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,30,62328,0.9560439560439561,1800,"[0.9560439560439561,100]",0.3,0,3
5,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,33,62328,0.96,1600,"[0.96,100]",0.3,0,3
5,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,36,62328,0.963302752293578,2300,"[0.963302752293578,100]",0.3,0,3
5,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,39,62328,5.25,1100,"[5.333333333333334,100][5.25,200]",0.3,0,3
6,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,1,62328,5.0,1200,"[5.0,100]",0.3,0,3
6,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,2,62328,4.0,700,"[4.0,100]",0.3,0,3
6,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,3,62328,0.6334306437535739,400,"[0.6334306437535739,100]",0.3,0,3
6,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,4,62328,5.8125,800,"[5.8125,100]",0.3,0,3
6,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,5,62328,4.5,500,"[4.5,100]",0.3,0,3
6,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,6,62328,4.0,600,"[4.0,100]",0.3,0,3
6,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,7,62328,0.8309859154929577,700,"[0.8309859154929577,100]",0.3,0,3
6,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,8,62328,,,,0.3,0,3
6,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,9,62328,,,,0.3,0,3
6,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,10,62328,5.25,1500,"[5.25,100]",0.3,0,3
6,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,11,62328,5.857142857142857,600,"[5.857142857142857,100]",0.3,0,3
6,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,12,62328,4.5,800,"[4.5,100]",0.3,0,3
6,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,21,62328,0.9375,2400,"[0.9375,100]",0.3,0,3
6,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,24,62328,0.9452054794520548,1100,"[0.9452054794520548,100]",0.3,0,3
6,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,30,62328,0.9560439560439561,2300,"[0.9560439560439561,100]",0.3,0,3
6,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,33,62328,0.96,1500,"[0.96,100]",0.3,0,3
6,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,36,62328,0.963302752293578,1900,"[0.963302752293578,100]",0.3,0,3
6,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,39,62328,5.25,1100,"[5.333333333333334,100][5.25,200]",0.3,0,3
7,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,1,62328,5.0,1000,"[5.0,100]",0.3,0,3
7,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,2,62328,0.5862068965517241,700,"[3.0,100][0.5862068965517241,600]",0.3,0,3
7,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,3,62328,0.6217604482839131,600,"[0.6217604482839131,100]",0.3,0,3
7,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,4,62328,5.8125,600,"[5.8125,100]",0.3,0,3
7,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,5,62328,4.5,500,"[4.5,100]",0.3,0,3
7,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,6,62328,4.0,700,"[4.0,100]",0.3,0,3
7,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,7,62328,0.8309859154929577,400,"[0.8309859154929577,100]",0.3,0,3
7,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,8,62328,,,,0.3,0,3
7,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,9,62328,,,,0.3,0,3
7,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,10,62328,5.25,1400,"[5.25,100]",0.3,0,3
7,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,11,62328,5.857142857142857,400,"[5.857142857142857,100]",0.3,0,3
7,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,12,62328,4.5,700,"[4.5,100]",0.3,0,3
7,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,21,62328,0.9375,2600,"[0.9375,100]",0.3,0,3
7,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,24,62328,0.9452054794520548,1900,"[0.9452054794520548,100]",0.3,0,3
7,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,30,62328,0.9560439560439561,1300,"[0.9560439560439561,100]",0.3,0,3
7,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,33,62328,0.96,1500,"[0.96,100]",0.3,0,3
7,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,36,62328,0.963302752293578,2300,"[0.963302752293578,100]",0.3,0,3
7,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,39,62328,5.25,1400,"[5.333333333333334,100][5.25,200]",0.3,0,3
8,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,1,62328,5.0,900,"[5.0,100]",0.3,0,3
8,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,2,62328,4.0,700,"[4.0,100]",0.3,0,3
8,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,3,62328,0.6756756756756757,600,"[0.6756756756756757,100]",0.3,0,3
8,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,4,62328,5.8125,500,"[5.8125,100]",0.3,0,3
8,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,5,62328,4.5,600,"[4.5,100]",0.3,0,3
8,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,6,62328,3.0,800,"[3.0,100]",0.3,0,3
8,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,7,62328,0.8080226968240208,600,"[0.8080226968240208,100]",0.3,0,3
8,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,8,62328,,,,0.3,0,3
8,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,9,62328,,,,0.3,0,3
8,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,10,62328,5.25,1400,"[5.25,100]",0.3,0,3
8,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,11,62328,5.857142857142857,600,"[5.857142857142857,100]",0.3,0,3
8,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,12,62328,4.5,800,"[4.5,100]",0.3,0,3
8,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,21,62328,0.9375,2000,"[0.9375,100]",0.3,0,3
8,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,24,62328,,,,0.3,0,3
8,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,30,62328,0.9560439560439561,1700,"[0.9560439560439561,100]",0.3,0,3
8,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,33,62328,0.96,1100,"[0.96,100]",0.3,0,3
8,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,36,62328,0.963302752293578,1900,"[0.963302752293578,100]",0.3,0,3
8,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,39,62328,5.25,1000,"[5.333333333333334,100][5.25,200]",0.3,0,3
9,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,1,62328,5.0,900,"[5.0,100]",0.3,0,3
9,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,2,62328,3.0,700,"[3.0,100]",0.3,0,3
9,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,3,62328,0.6334306437535739,400,"[0.6334306437535739,100]",0.3,0,3
9,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,4,62328,5.8125,400,"[5.8125,100]",0.3,0,3
9,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,5,62328,4.5,800,"[4.5,100]",0.3,0,3
9,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,6,62328,3.0,400,"[4.0,100][3.0,400]",0.3,0,3
9,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,7,62328,0.8309859154929577,700,"[0.8309859154929577,100]",0.3,0,3
9,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,8,62328,,,,0.3,0,3
9,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,9,62328,,,,0.3,0,3
9,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,10,62328,5.25,1600,"[5.25,100]",0.3,0,3
9,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,11,62328,5.857142857142857,1000,"[5.857142857142857,100]",0.3,0,3
9,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,12,62328,4.5,900,"[4.5,100]",0.3,0,3
9,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,21,62328,0.9375,3500,"[0.9375,100]",0.3,0,3
9,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,24,62328,0.9452054794520548,800,"[0.9452054794520548,100]",0.3,0,3
9,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,30,62328,0.9560439560439561,2700,"[0.9560439560439561,100]",0.3,0,3
9,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,33,62328,0.96,1400,"[0.96,100]",0.3,0,3
9,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,36,62328,0.963302752293578,1500,"[0.963302752293578,100]",0.3,0,3
9,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,39,62328,5.25,900,"[5.25,100]",0.3,0,3
10,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,1,62328,5.0,1300,"[5.0,100]",0.3,0,3
10,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,2,62328,4.0,500,"[4.0,100]",0.3,0,3
10,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,3,62328,0.6756756756756757,600,"[0.6756756756756757,100]",0.3,0,3
10,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,4,62328,5.8125,700,"[5.8125,100]",0.3,0,3
10,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,5,62328,4.5,700,"[4.5,100]",0.3,0,3
10,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,6,62328,4.0,600,"[4.0,100]",0.3,0,3
10,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,7,62328,0.8014754540329894,600,"[0.8014754540329894,100]",0.3,0,3
10,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,8,62328,,,,0.3,0,3
10,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,9,62328,,,,0.3,0,3
10,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,10,62328,5.25,1600,"[5.25,100]",0.3,0,3
10,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,11,62328,5.857142857142857,800,"[5.857142857142857,100]",0.3,0,3
10,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,12,62328,4.5,700,"[4.5,100]",0.3,0,3
10,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,21,62328,0.9375,2100,"[0.9375,100]",0.3,0,3
10,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,24,62328,0.9452054794520548,1300,"[0.9452054794520548,100]",0.3,0,3
10,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,30,62328,0.9560439560439561,2000,"[0.9560439560439561,100]",0.3,0,3
10,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,33,62328,0.96,1000,"[0.96,100]",0.3,0,3
10,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,36,62328,0.963302752293578,1700,"[0.963302752293578,100]",0.3,0,3
10,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,39,62328,5.25,1300,"[5.333333333333334,100][5.25,200]",0.3,0,3
11,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,1,62328,5.0,700,"[5.0,100]",0.3,0,3
11,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,2,62328,3.0,600,"[3.0,100]",0.3,0,3
11,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,3,62328,0.6756756756756757,500,"[0.6756756756756757,100]",0.3,0,3
11,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,4,62328,5.8125,500,"[5.8125,100]",0.3,0,3
11,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,5,62328,4.5,500,"[4.5,100]",0.3,0,3
11,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,6,62328,4.0,1100,"[4.0,100]",0.3,0,3
11,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,7,62328,0.8309859154929577,500,"[0.8309859154929577,100]",0.3,0,3
11,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,8,62328,,,,0.3,0,3
11,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,9,62328,,,,0.3,0,3
11,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,10,62328,5.25,2500,"[5.25,100]",0.3,0,3
11,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,11,62328,5.857142857142857,700,"[5.857142857142857,100]",0.3,0,3
11,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,12,62328,4.5,1400,"[4.5,100]",0.3,0,3
11,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,21,62328,0.9375,1700,"[0.9375,100]",0.3,0,3
11,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,24,62328,0.9452054794520548,2000,"[0.9452054794520548,100]",0.3,0,3
11,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,30,62328,0.9560439560439561,2100,"[0.9560439560439561,100]",0.3,0,3
11,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,33,62328,0.96,900,"[0.96,100]",0.3,0,3
11,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,36,62328,0.963302752293578,2200,"[0.963302752293578,100]",0.3,0,3
11,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,39,62328,5.25,800,"[5.333333333333334,100][5.25,200]",0.3,0,3
12,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,1,62328,5.0,900,"[5.0,100]",0.3,0,3
12,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,2,62328,4.0,600,"[4.0,100]",0.3,0,3
12,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,3,62328,3.0,500,"[5.8,100][3.0,200]",0.3,0,3
12,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,4,62328,5.8125,700,"[5.8125,100]",0.3,0,3
